job,marital,default,housing,loan,prev_outcome,outcome
self-employed,married,no,no,no,nonexistent,no
services,married,no,yes,no,nonexistent,no
admin.,single,no,no,yes,success,no
admin.,single,no,no,no,failure,no
self-employed,married,no,no,no,nonexistent,no
blue-collar,single,no,no,no,nonexistent,no
admin.,married,no,no,no,failure,no
self-employed,married,no,yes,no,failure,no
management,married,no,yes,no,failure,no
blue-collar,married,no,no,no,failure,no
retired,married,no,yes,no,success,yes
admin.,married,no,yes,no,failure,no
retired,married,no,no,no,nonexistent,no
housemaid,married,no,yes,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,no
admin.,married,no,no,no,failure,no
blue-collar,married,no,yes,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,no
management,married,no,yes,no,nonexistent,yes
admin.,married,no,no,no,nonexistent,no
blue-collar,married,no,yes,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,no
admin.,married,no,yes,no,failure,no
student,single,no,yes,yes,nonexistent,yes
admin.,single,no,yes,no,nonexistent,no
student,single,no,yes,no,nonexistent,no
retired,married,no,yes,no,nonexistent,no
retired,married,no,no,no,nonexistent,no
retired,married,no,yes,no,failure,no
unknown,single,no,yes,yes,nonexistent,no
unknown,single,no,yes,no,nonexistent,no
admin.,single,no,yes,yes,nonexistent,no
admin.,married,no,no,no,nonexistent,no
unknown,single,no,yes,no,success,no
housemaid,married,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,no,no,success,no
self-employed,married,no,no,no,nonexistent,no
technician,single,no,no,no,success,no
technician,single,no,no,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
admin.,divorced,no,no,no,success,no
admin.,divorced,no,yes,no,nonexistent,no
admin.,married,no,yes,no,failure,yes
technician,single,no,yes,no,nonexistent,yes
unemployed,single,no,no,yes,success,no
entrepreneur,married,no,yes,no,nonexistent,no
technician,single,no,yes,no,nonexistent,no
admin.,married,no,yes,no,failure,yes
self-employed,married,no,no,no,nonexistent,no
management,single,no,no,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
technician,married,unknown,yes,no,nonexistent,no
blue-collar,married,no,yes,no,success,no
admin.,divorced,no,yes,no,failure,no
retired,married,no,no,no,nonexistent,no
student,single,no,no,no,nonexistent,no
admin.,married,no,no,no,failure,no
admin.,divorced,no,no,no,nonexistent,no
services,married,no,yes,no,success,no
entrepreneur,single,no,yes,no,success,no
services,married,no,yes,no,failure,no
admin.,married,no,no,no,nonexistent,yes
admin.,single,no,no,no,failure,no
admin.,married,no,no,no,nonexistent,no
admin.,married,no,yes,no,failure,no
technician,single,no,yes,yes,success,no
student,single,no,no,no,failure,no
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,failure,no
admin.,single,no,yes,no,nonexistent,yes
student,single,no,yes,yes,nonexistent,yes
blue-collar,married,no,yes,no,nonexistent,yes
services,married,no,yes,no,failure,no
admin.,single,no,yes,no,nonexistent,no
services,married,no,yes,no,success,no
services,married,no,yes,no,nonexistent,no
services,married,no,yes,no,nonexistent,no
services,married,no,yes,no,nonexistent,yes
admin.,married,no,yes,no,failure,no
services,married,no,no,no,nonexistent,no
management,single,no,yes,yes,failure,no
blue-collar,married,no,yes,no,nonexistent,no
technician,married,no,yes,no,nonexistent,yes
blue-collar,married,no,yes,no,nonexistent,no
blue-collar,married,no,yes,no,nonexistent,no
technician,single,no,no,no,nonexistent,no
services,married,no,no,no,nonexistent,no
housemaid,married,no,yes,no,nonexistent,no
blue-collar,married,no,no,no,success,no
blue-collar,married,no,no,no,nonexistent,no
admin.,single,no,no,no,failure,no
management,single,no,yes,no,nonexistent,no
technician,married,no,no,no,failure,no
admin.,single,no,yes,no,nonexistent,yes
admin.,married,no,no,no,nonexistent,no
student,single,no,yes,no,nonexistent,yes
services,married,no,no,no,nonexistent,yes
technician,single,no,no,no,success,yes
services,married,no,yes,yes,nonexistent,no
technician,single,no,yes,no,nonexistent,no
blue-collar,single,no,yes,no,nonexistent,yes
services,married,no,yes,no,nonexistent,no
admin.,divorced,no,no,no,nonexistent,no
admin.,divorced,no,yes,no,nonexistent,no
technician,single,no,no,no,nonexistent,no
admin.,single,no,yes,yes,nonexistent,no
admin.,single,no,no,no,failure,no
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,no,no,failure,no
admin.,married,no,yes,no,nonexistent,no
technician,married,no,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
self-employed,married,no,no,no,failure,no
student,single,no,yes,no,nonexistent,no
self-employed,married,no,no,no,nonexistent,no
student,single,no,yes,no,failure,no
admin.,single,no,yes,no,success,no
blue-collar,married,no,yes,no,nonexistent,yes
services,married,no,no,no,success,no
technician,single,no,no,yes,nonexistent,yes
admin.,single,no,unknown,unknown,nonexistent,no
retired,divorced,no,no,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
technician,single,no,no,no,nonexistent,yes
admin.,single,no,yes,yes,nonexistent,no
services,married,no,no,no,nonexistent,no
admin.,divorced,no,unknown,unknown,nonexistent,no
technician,married,no,no,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
admin.,single,no,no,no,success,yes
unemployed,married,no,no,no,success,yes
admin.,married,no,yes,yes,success,yes
technician,married,no,no,no,nonexistent,no
management,married,no,no,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
student,single,no,yes,no,nonexistent,no
blue-collar,married,no,no,no,nonexistent,yes
unemployed,married,no,no,no,nonexistent,no
blue-collar,married,no,no,no,nonexistent,no
blue-collar,married,no,no,no,failure,no
management,married,no,no,no,nonexistent,no
admin.,divorced,no,yes,yes,nonexistent,yes
admin.,single,no,yes,no,nonexistent,no
services,single,no,no,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,no
admin.,married,no,yes,yes,nonexistent,no
blue-collar,married,no,yes,no,success,no
technician,married,no,no,no,success,yes
admin.,single,no,yes,no,nonexistent,no
admin.,married,no,yes,no,success,no
retired,married,no,yes,yes,nonexistent,no
blue-collar,married,no,no,no,nonexistent,no
admin.,married,no,yes,no,failure,no
management,married,no,yes,no,failure,yes
housemaid,married,no,yes,no,nonexistent,no
management,single,no,no,no,nonexistent,no
student,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
self-employed,single,no,no,no,success,yes
admin.,single,no,yes,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,no
blue-collar,married,no,yes,no,nonexistent,no
blue-collar,married,no,no,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
blue-collar,single,no,no,no,nonexistent,yes
blue-collar,married,no,yes,yes,nonexistent,no
technician,married,no,yes,yes,nonexistent,no
self-employed,married,no,no,no,nonexistent,yes
unknown,divorced,unknown,yes,no,failure,no
technician,single,no,no,no,nonexistent,no
student,single,no,no,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,no
management,married,no,no,no,nonexistent,yes
self-employed,single,no,no,no,success,no
admin.,married,no,no,no,success,no
retired,married,no,no,no,nonexistent,yes
technician,married,no,yes,no,nonexistent,no
blue-collar,married,no,no,no,nonexistent,no
student,single,no,yes,no,success,no
admin.,single,no,yes,no,nonexistent,no
self-employed,single,no,no,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
student,single,no,yes,no,failure,yes
blue-collar,married,no,no,yes,nonexistent,no
blue-collar,single,no,yes,no,nonexistent,no
unemployed,married,no,no,no,nonexistent,no
technician,single,no,unknown,unknown,nonexistent,yes
services,married,no,yes,no,nonexistent,yes
retired,divorced,no,yes,no,nonexistent,no
self-employed,married,no,no,yes,success,no
admin.,married,no,no,no,failure,no
admin.,married,no,no,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
admin.,married,no,yes,no,success,no
management,married,no,yes,no,success,yes
technician,married,no,yes,no,nonexistent,no
technician,married,no,yes,no,nonexistent,no
technician,married,no,yes,no,nonexistent,no
management,married,no,no,no,nonexistent,no
management,single,no,yes,no,nonexistent,yes
unknown,married,no,yes,yes,nonexistent,no
blue-collar,married,no,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
admin.,married,no,yes,no,success,no
technician,single,no,yes,no,nonexistent,no
entrepreneur,divorced,no,yes,no,failure,no
student,single,no,yes,no,nonexistent,no
student,single,no,yes,no,failure,no
student,single,no,no,no,nonexistent,no
student,single,no,no,no,nonexistent,no
management,single,no,no,no,nonexistent,no
housemaid,married,no,yes,no,nonexistent,no
admin.,married,no,yes,yes,nonexistent,no
admin.,divorced,no,yes,yes,nonexistent,no
admin.,married,no,yes,no,failure,no
technician,divorced,no,yes,no,nonexistent,no
technician,single,no,no,no,nonexistent,no
student,single,no,no,no,nonexistent,no
unemployed,married,no,no,no,nonexistent,no
technician,single,no,yes,no,success,yes
management,single,no,yes,no,failure,no
entrepreneur,divorced,no,no,yes,nonexistent,no
admin.,divorced,no,yes,yes,failure,no
blue-collar,married,no,yes,no,nonexistent,no
services,single,no,no,no,nonexistent,no
services,married,no,yes,yes,nonexistent,no
admin.,married,no,yes,yes,nonexistent,no
entrepreneur,divorced,no,yes,yes,nonexistent,no
technician,single,no,no,no,nonexistent,no
admin.,married,no,yes,no,success,yes
admin.,single,no,yes,no,nonexistent,yes
technician,married,no,yes,no,nonexistent,no
unemployed,married,no,yes,no,nonexistent,no
blue-collar,single,no,no,no,nonexistent,no
blue-collar,single,no,yes,no,nonexistent,yes
admin.,divorced,no,yes,no,nonexistent,no
student,single,unknown,no,no,failure,no
admin.,divorced,no,yes,no,failure,no
admin.,married,no,yes,no,failure,yes
admin.,single,no,yes,yes,nonexistent,yes
entrepreneur,married,no,yes,no,nonexistent,yes
unemployed,single,no,yes,no,success,yes
technician,single,no,yes,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,no
admin.,single,no,no,yes,nonexistent,no
admin.,married,no,yes,no,nonexistent,yes
technician,married,no,yes,no,nonexistent,yes
unemployed,married,no,yes,no,failure,no
admin.,single,no,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
student,single,no,yes,no,success,no
admin.,married,no,yes,no,nonexistent,no
technician,married,no,no,no,failure,no
retired,married,no,yes,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,yes
admin.,single,no,no,no,failure,yes
admin.,single,no,yes,no,nonexistent,no
management,married,no,no,no,nonexistent,no
services,married,no,yes,no,nonexistent,no
technician,married,no,unknown,unknown,failure,yes
technician,married,no,yes,yes,nonexistent,no
services,married,no,no,no,nonexistent,yes
services,married,no,yes,no,nonexistent,no
services,married,no,yes,no,nonexistent,yes
technician,married,no,no,no,success,no
blue-collar,married,no,no,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
admin.,married,no,unknown,unknown,failure,no
retired,married,no,yes,yes,nonexistent,yes
technician,single,no,no,no,nonexistent,yes
blue-collar,divorced,no,no,no,success,no
admin.,married,no,no,no,nonexistent,yes
admin.,married,no,yes,yes,nonexistent,yes
blue-collar,married,no,no,no,nonexistent,yes
student,single,no,no,no,nonexistent,no
retired,married,no,no,no,nonexistent,yes
services,single,no,no,no,failure,no
housemaid,married,no,no,no,nonexistent,no
technician,single,no,no,no,success,no
management,married,no,yes,no,nonexistent,no
management,married,no,no,no,nonexistent,no
management,married,no,yes,no,failure,no
management,married,no,yes,no,nonexistent,yes
housemaid,married,no,no,no,failure,no
admin.,single,no,no,no,nonexistent,no
admin.,single,no,no,no,failure,no
blue-collar,single,no,unknown,unknown,success,no
blue-collar,married,unknown,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
management,single,no,no,no,failure,no
blue-collar,divorced,no,yes,yes,nonexistent,no
admin.,married,no,no,no,nonexistent,no
management,married,no,unknown,unknown,nonexistent,no
admin.,married,no,yes,no,nonexistent,no
admin.,married,unknown,yes,no,nonexistent,no
student,single,no,yes,no,nonexistent,yes
admin.,married,no,no,no,success,yes
unemployed,single,no,no,no,failure,no
technician,married,no,yes,no,failure,no
retired,divorced,no,yes,no,success,no
technician,married,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,yes
unemployed,married,unknown,yes,no,failure,no
management,married,no,no,no,nonexistent,yes
unemployed,married,no,no,no,nonexistent,yes
self-employed,married,no,no,yes,failure,yes
admin.,single,no,yes,no,nonexistent,yes
management,married,no,yes,no,nonexistent,no
retired,divorced,no,yes,no,nonexistent,no
student,single,no,yes,no,nonexistent,yes
management,married,no,yes,no,nonexistent,no
services,single,no,yes,no,nonexistent,no
self-employed,single,no,no,no,nonexistent,no
blue-collar,married,no,yes,no,nonexistent,no
housemaid,married,no,no,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
services,single,no,yes,no,nonexistent,no
self-employed,single,no,yes,yes,nonexistent,no
retired,divorced,no,yes,no,nonexistent,no
blue-collar,unknown,no,yes,no,nonexistent,yes
admin.,married,no,yes,no,failure,no
admin.,married,unknown,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
services,married,no,yes,no,nonexistent,no
technician,single,no,yes,no,success,yes
management,married,no,no,yes,nonexistent,no
unknown,married,unknown,yes,no,nonexistent,no
technician,single,no,yes,no,nonexistent,no
admin.,married,unknown,no,no,nonexistent,yes
management,single,no,unknown,unknown,nonexistent,no
technician,divorced,no,yes,no,success,no
admin.,single,no,yes,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,yes
technician,divorced,no,no,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,no
retired,divorced,no,no,yes,nonexistent,no
blue-collar,married,no,yes,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,yes
admin.,single,no,yes,no,failure,no
student,single,no,yes,yes,nonexistent,yes
retired,divorced,no,yes,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,yes
services,married,no,yes,yes,failure,no
admin.,married,no,yes,yes,nonexistent,no
admin.,single,no,yes,no,success,yes
management,married,no,yes,no,success,no
technician,married,no,yes,no,nonexistent,no
retired,divorced,no,no,no,nonexistent,no
unemployed,married,no,yes,no,nonexistent,no
unemployed,married,no,unknown,unknown,nonexistent,no
unemployed,married,no,no,no,nonexistent,yes
admin.,married,unknown,yes,no,failure,no
admin.,married,no,yes,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,yes
services,single,no,yes,no,failure,no
admin.,married,no,yes,yes,nonexistent,yes
admin.,married,no,no,no,nonexistent,yes
technician,single,no,no,no,failure,yes
admin.,divorced,no,yes,no,nonexistent,no
admin.,divorced,no,yes,no,success,no
unknown,married,unknown,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
admin.,divorced,no,yes,no,nonexistent,no
entrepreneur,married,no,yes,no,nonexistent,yes
student,married,no,no,no,failure,no
technician,married,no,yes,no,nonexistent,yes
blue-collar,single,no,yes,yes,success,yes
technician,single,no,no,no,failure,yes
admin.,single,no,yes,no,nonexistent,no
services,divorced,no,yes,no,nonexistent,no
student,single,no,no,no,nonexistent,no
student,single,no,no,no,success,no
admin.,single,no,no,no,nonexistent,yes
unknown,married,unknown,yes,yes,nonexistent,no
technician,married,no,no,no,nonexistent,yes
services,married,no,unknown,unknown,failure,no
self-employed,single,no,no,no,failure,no
services,married,no,yes,no,failure,no
technician,single,no,no,no,nonexistent,yes
services,single,no,no,yes,nonexistent,no
self-employed,single,no,no,no,nonexistent,no
unemployed,married,no,no,no,failure,yes
management,married,no,no,no,nonexistent,no
unemployed,unknown,no,no,no,nonexistent,no
admin.,single,no,unknown,unknown,success,yes
unemployed,single,no,no,no,nonexistent,no
retired,married,no,unknown,unknown,failure,no
retired,married,no,yes,yes,failure,no
admin.,single,no,yes,no,nonexistent,no
admin.,married,no,yes,yes,nonexistent,yes
student,single,no,no,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,no
admin.,married,no,no,yes,nonexistent,no
admin.,married,no,yes,no,failure,yes
admin.,married,no,no,no,success,yes
admin.,single,no,yes,no,nonexistent,no
services,divorced,no,yes,no,failure,no
admin.,single,no,yes,no,nonexistent,no
services,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
management,married,no,no,no,nonexistent,no
unemployed,married,no,yes,no,nonexistent,no
unemployed,married,no,yes,yes,nonexistent,no
admin.,divorced,no,yes,no,nonexistent,no
technician,married,no,unknown,unknown,success,yes
management,single,no,unknown,unknown,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,failure,yes
technician,married,no,no,no,nonexistent,no
technician,single,no,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,yes
admin.,married,no,yes,yes,nonexistent,no
admin.,married,no,yes,yes,failure,no
admin.,single,no,yes,no,nonexistent,yes
management,married,no,yes,yes,nonexistent,no
unknown,single,no,no,no,success,yes
unknown,single,no,yes,yes,nonexistent,yes
unknown,single,no,yes,no,success,no
unknown,single,no,yes,no,nonexistent,yes
unknown,single,no,no,no,failure,yes
admin.,single,no,no,yes,nonexistent,no
unknown,single,no,yes,yes,failure,no
blue-collar,single,no,no,no,failure,no
technician,single,no,yes,no,failure,no
unemployed,married,no,yes,yes,failure,yes
admin.,single,no,no,yes,nonexistent,no
student,single,no,no,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,no
technician,divorced,no,yes,no,nonexistent,no
self-employed,single,no,no,no,failure,no
admin.,single,no,no,no,success,yes
admin.,divorced,no,yes,yes,nonexistent,no
admin.,single,no,no,no,failure,no
management,divorced,no,yes,no,nonexistent,no
technician,single,no,yes,no,nonexistent,yes
services,single,no,no,no,nonexistent,no
housemaid,unknown,no,no,no,nonexistent,no
self-employed,single,no,yes,no,nonexistent,no
admin.,married,no,yes,no,failure,no
admin.,married,no,yes,yes,nonexistent,no
management,married,no,no,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,yes
management,married,no,yes,no,failure,yes
admin.,single,no,yes,no,nonexistent,no
management,married,no,no,no,nonexistent,no
technician,single,no,yes,no,nonexistent,no
entrepreneur,married,no,yes,yes,failure,no
admin.,married,no,no,no,nonexistent,yes
admin.,married,no,yes,yes,nonexistent,no
technician,married,no,no,no,nonexistent,no
services,married,no,yes,no,nonexistent,yes
entrepreneur,married,no,no,no,failure,no
admin.,married,no,no,no,failure,no
unemployed,married,no,yes,no,nonexistent,yes
admin.,married,no,yes,yes,failure,no
admin.,married,unknown,yes,yes,success,no
technician,single,no,no,no,failure,no
retired,divorced,no,yes,no,nonexistent,no
retired,married,no,no,no,nonexistent,no
blue-collar,single,no,yes,no,success,yes
technician,single,no,yes,no,nonexistent,no
management,married,no,yes,no,nonexistent,no
retired,married,no,no,no,failure,no
management,married,no,yes,no,nonexistent,yes
technician,single,no,no,no,failure,yes
admin.,single,no,no,no,nonexistent,yes
technician,single,no,yes,no,nonexistent,yes
admin.,married,no,yes,no,success,yes
technician,single,no,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,yes
blue-collar,divorced,no,no,no,success,yes
blue-collar,single,no,yes,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,yes
services,married,no,no,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,no
retired,single,no,unknown,unknown,nonexistent,no
retired,married,no,yes,no,nonexistent,yes
blue-collar,single,no,unknown,unknown,nonexistent,no
retired,married,no,no,no,nonexistent,no
retired,married,no,yes,no,nonexistent,no
blue-collar,divorced,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,no
technician,divorced,no,no,no,failure,yes
student,single,no,yes,no,failure,no
admin.,single,no,no,no,nonexistent,yes
services,married,no,yes,no,nonexistent,no
blue-collar,divorced,no,no,no,nonexistent,yes
management,divorced,no,yes,no,nonexistent,yes
blue-collar,married,no,yes,no,nonexistent,yes
technician,married,no,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
self-employed,married,no,no,no,nonexistent,yes
student,single,no,yes,no,nonexistent,yes
management,married,no,yes,no,nonexistent,no
student,single,no,yes,no,nonexistent,yes
admin.,single,no,yes,yes,nonexistent,no
technician,single,no,no,no,nonexistent,yes
admin.,married,no,yes,no,failure,no
admin.,single,no,yes,no,nonexistent,yes
technician,single,no,yes,no,nonexistent,no
technician,married,no,yes,no,nonexistent,yes
technician,single,no,yes,no,nonexistent,no
technician,single,no,yes,no,nonexistent,yes
blue-collar,single,no,yes,no,nonexistent,no
services,single,no,no,no,failure,no
blue-collar,married,unknown,no,no,failure,yes
admin.,married,no,yes,no,nonexistent,no
services,married,no,yes,no,nonexistent,yes
blue-collar,married,no,yes,no,nonexistent,no
blue-collar,married,no,yes,no,nonexistent,no
services,single,no,no,no,success,yes
admin.,married,no,no,no,failure,no
blue-collar,married,no,unknown,unknown,nonexistent,no
admin.,single,no,no,no,nonexistent,yes
entrepreneur,married,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
admin.,divorced,no,yes,no,nonexistent,yes
management,married,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,yes
admin.,married,no,yes,no,success,no
admin.,married,no,unknown,unknown,failure,no
retired,married,no,yes,no,failure,no
admin.,single,no,no,no,nonexistent,no
student,single,no,yes,yes,failure,no
admin.,divorced,no,no,no,failure,no
admin.,married,no,yes,no,nonexistent,no
technician,married,no,yes,no,nonexistent,no
technician,married,no,no,no,nonexistent,yes
services,married,unknown,no,no,nonexistent,no
admin.,divorced,no,yes,no,failure,no
admin.,single,no,no,no,failure,no
admin.,single,no,yes,no,nonexistent,no
admin.,married,no,yes,no,success,yes
student,single,unknown,yes,no,nonexistent,no
services,single,no,no,no,success,no
technician,married,no,yes,no,failure,no
admin.,married,no,no,no,nonexistent,no
student,single,no,yes,no,nonexistent,no
technician,single,no,yes,no,nonexistent,no
technician,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,yes
management,single,no,yes,no,success,yes
admin.,married,no,no,no,nonexistent,yes
self-employed,married,no,yes,no,success,yes
management,married,no,yes,yes,nonexistent,no
management,married,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,unknown,unknown,failure,yes
student,single,no,no,no,nonexistent,yes
services,single,no,no,no,nonexistent,no
management,married,no,yes,no,nonexistent,no
services,single,no,yes,yes,failure,yes
management,married,no,yes,no,nonexistent,no
technician,single,no,yes,yes,failure,no
admin.,single,no,no,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
entrepreneur,married,no,no,no,nonexistent,yes
services,single,no,no,no,success,yes
blue-collar,single,no,yes,no,nonexistent,no
housemaid,divorced,no,no,yes,nonexistent,no
entrepreneur,married,no,no,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,yes
entrepreneur,married,no,no,no,nonexistent,yes
entrepreneur,married,no,yes,no,nonexistent,no
admin.,married,no,no,no,success,no
technician,married,no,no,no,nonexistent,no
admin.,married,unknown,yes,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,failure,no
admin.,married,no,yes,yes,nonexistent,yes
student,single,unknown,no,no,failure,no
admin.,single,no,no,no,nonexistent,no
technician,single,no,yes,yes,nonexistent,no
admin.,single,no,unknown,unknown,nonexistent,no
technician,married,no,no,no,failure,no
management,divorced,no,yes,no,nonexistent,no
student,single,no,no,no,nonexistent,no
management,divorced,no,yes,no,nonexistent,yes
management,married,no,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,yes
unemployed,married,no,no,no,nonexistent,no
unknown,married,no,yes,no,nonexistent,no
unknown,married,no,no,no,nonexistent,no
blue-collar,married,no,yes,no,success,yes
unemployed,married,no,yes,no,nonexistent,yes
unemployed,married,no,no,no,failure,yes
admin.,single,no,yes,no,nonexistent,yes
housemaid,married,no,yes,no,nonexistent,no
admin.,single,no,yes,no,success,no
technician,single,no,no,no,success,no
unemployed,married,no,yes,no,failure,no
admin.,single,no,yes,yes,nonexistent,yes
admin.,married,no,yes,no,failure,no
admin.,single,no,no,yes,nonexistent,yes
admin.,married,no,yes,no,nonexistent,no
student,single,no,no,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,no
services,single,no,yes,no,nonexistent,yes
admin.,married,no,no,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,no
admin.,single,no,no,no,failure,yes
services,single,no,yes,yes,nonexistent,yes
admin.,single,no,no,no,nonexistent,yes
technician,single,no,yes,yes,nonexistent,no
technician,single,no,yes,yes,failure,yes
student,single,no,yes,yes,failure,no
services,single,no,yes,no,success,yes
management,married,no,yes,no,failure,yes
management,married,no,no,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,no
technician,married,no,yes,no,nonexistent,no
admin.,married,no,yes,no,success,yes
student,single,no,no,yes,nonexistent,yes
admin.,married,no,no,no,failure,yes
self-employed,married,no,yes,no,nonexistent,yes
admin.,married,no,no,yes,success,yes
admin.,single,no,yes,yes,nonexistent,yes
housemaid,married,no,no,yes,failure,yes
admin.,married,no,no,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,yes
blue-collar,single,no,yes,no,nonexistent,no
unknown,married,no,no,no,success,no
technician,single,no,no,no,nonexistent,yes
student,single,no,yes,no,nonexistent,no
technician,married,no,no,no,nonexistent,no
self-employed,single,no,yes,no,nonexistent,no
management,single,no,yes,no,success,yes
technician,single,no,yes,no,nonexistent,no
technician,single,no,no,no,nonexistent,no
technician,single,no,no,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,no
admin.,single,no,unknown,unknown,success,yes
services,divorced,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
services,divorced,no,yes,yes,nonexistent,yes
admin.,married,no,yes,no,nonexistent,no
blue-collar,married,no,no,yes,nonexistent,yes
student,single,no,unknown,unknown,failure,yes
admin.,married,no,yes,no,nonexistent,no
management,single,no,yes,no,failure,no
admin.,married,no,yes,no,failure,no
blue-collar,married,no,no,no,failure,yes
management,married,no,yes,yes,nonexistent,no
admin.,married,no,no,yes,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
student,single,no,no,yes,nonexistent,yes
management,married,no,yes,no,nonexistent,no
blue-collar,married,no,yes,no,nonexistent,no
admin.,single,no,unknown,unknown,nonexistent,no
admin.,single,no,unknown,unknown,nonexistent,no
admin.,single,no,no,yes,nonexistent,no
management,single,no,no,no,nonexistent,no
blue-collar,single,no,no,no,success,yes
admin.,married,no,yes,no,nonexistent,no
technician,married,no,no,no,nonexistent,yes
blue-collar,married,no,yes,no,nonexistent,no
housemaid,single,no,yes,yes,success,yes
admin.,married,no,no,no,nonexistent,no
admin.,divorced,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,yes
admin.,single,no,no,yes,success,yes
admin.,single,no,no,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,no
admin.,married,no,yes,no,failure,no
admin.,single,no,no,no,nonexistent,yes
entrepreneur,married,no,yes,no,nonexistent,no
student,single,no,yes,no,nonexistent,no
entrepreneur,married,no,no,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
technician,married,no,no,no,nonexistent,yes
technician,single,no,yes,yes,success,yes
student,married,no,no,no,nonexistent,yes
unemployed,married,no,no,no,nonexistent,no
admin.,married,unknown,yes,no,nonexistent,yes
self-employed,married,no,yes,no,nonexistent,yes
student,single,no,no,no,nonexistent,yes
technician,single,no,yes,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,no
housemaid,married,no,no,no,failure,no
technician,single,no,yes,no,success,no
technician,single,no,no,no,nonexistent,yes
technician,married,no,yes,no,nonexistent,yes
